u,v,label,score,model,model_key,group,case
A000097,A000391,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000433,A000550,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000433,A000550,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000433,A000550,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000433,A000550,0,120.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000433,A000550,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000139,A000421,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000139,A000421,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000139,A000421,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000139,A000421,0,60.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000139,A000421,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000056,A000358,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000056,A000358,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000056,A000358,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000056,A000358,0,54.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000056,A000358,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000518,A000558,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000518,A000558,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000518,A000558,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000518,A000558,0,56.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000518,A000558,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000111,A000543,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000111,A000543,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000111,A000543,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000111,A000543,0,30.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000111,A000543,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000333,A000375,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000333,A000375,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000333,A000375,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000333,A000375,0,243.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000333,A000375,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000240,A000333,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000240,A000333,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000240,A000333,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000240,A000333,0,378.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000240,A000333,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000335,A000402,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000335,A000402,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000335,A000402,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000335,A000402,0,198.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000335,A000402,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000084,A000425,0,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000084,A000425,0,0.0625,Jaccard Coefficient,jaccard,Heuristics,case2
A000084,A000425,0,0.8987207282486371,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000084,A000425,0,578.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000084,A000425,0,0.10765488991295442,Resource Allocation Index,resource_allocation,Heuristics,case2
A000153,A000532,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000153,A000532,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000153,A000532,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000153,A000532,0,35.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000153,A000532,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000100,A000250,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000100,A000250,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000100,A000250,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000100,A000250,0,40.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000100,A000250,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000048,A000468,0,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000048,A000468,0,0.034482758620689655,Jaccard Coefficient,jaccard,Heuristics,case2
A000048,A000468,0,0.3001016285004131,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000048,A000468,0,104.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000048,A000468,0,0.03571428571428571,Resource Allocation Index,resource_allocation,Heuristics,case2
A000431,A000457,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000431,A000457,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000431,A000457,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000431,A000457,0,48.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000431,A000457,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000234,A000288,0,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000234,A000288,0,0.1,Jaccard Coefficient,jaccard,Heuristics,case2
A000234,A000288,0,0.3789231816899512,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000234,A000288,0,30.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000234,A000288,0,0.07142857142857142,Resource Allocation Index,resource_allocation,Heuristics,case2
A000241,A000560,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000241,A000560,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000241,A000560,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000241,A000560,0,80.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000241,A000560,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000335,A000377,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000335,A000377,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000335,A000377,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000335,A000377,0,270.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000335,A000377,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000191,A000356,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000191,A000356,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000191,A000356,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000191,A000356,0,247.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000191,A000356,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000066,A000220,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000066,A000220,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000066,A000220,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000066,A000220,0,6.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000066,A000220,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000127,A000447,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000127,A000447,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000127,A000447,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000127,A000447,0,12.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000127,A000447,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000213,A000237,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000213,A000237,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000213,A000237,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000213,A000237,0,80.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000213,A000237,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000030,A000541,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000030,A000541,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000030,A000541,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000030,A000541,0,25.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000030,A000541,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000173,A000568,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000173,A000568,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000173,A000568,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000173,A000568,0,66.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000173,A000568,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000336,A000458,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000336,A000458,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000336,A000458,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000336,A000458,0,18.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000336,A000458,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000110,A000267,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000110,A000267,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000110,A000267,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000110,A000267,0,152.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000110,A000267,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000003,A000168,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000003,A000168,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000003,A000168,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000003,A000168,0,16.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000003,A000168,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000207,A000317,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000207,A000317,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000207,A000317,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000207,A000317,0,21.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000207,A000317,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000066,A000483,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000066,A000483,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000066,A000483,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000066,A000483,0,15.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000066,A000483,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000073,A000519,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000073,A000519,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000073,A000519,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000073,A000519,0,35.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000073,A000519,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000084,A000092,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000084,A000092,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000084,A000092,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000084,A000092,0,153.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000084,A000092,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000277,A000482,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000277,A000482,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000277,A000482,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000277,A000482,0,72.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000277,A000482,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000486,A000541,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000486,A000541,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000486,A000541,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000486,A000541,0,5.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000486,A000541,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000061,A000337,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000061,A000337,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000061,A000337,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000061,A000337,0,9.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000061,A000337,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000303,A000396,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000303,A000396,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000303,A000396,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000303,A000396,0,48.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000303,A000396,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000100,A000454,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000100,A000454,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000100,A000454,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000100,A000454,0,36.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000100,A000454,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000104,A000147,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000104,A000147,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000104,A000147,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000104,A000147,0,14.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000104,A000147,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000255,A000293,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000255,A000293,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000255,A000293,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000255,A000293,0,205.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000255,A000293,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000022,A000523,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000022,A000523,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000022,A000523,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000022,A000523,0,32.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000022,A000523,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000073,A000219,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000073,A000219,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000073,A000219,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000073,A000219,0,21.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000073,A000219,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000260,A000483,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000260,A000483,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000260,A000483,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000260,A000483,0,40.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000260,A000483,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000055,A000474,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000055,A000474,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000055,A000474,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000055,A000474,0,464.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000055,A000474,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000332,A000543,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000332,A000543,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000332,A000543,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000332,A000543,0,55.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000332,A000543,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000043,A000464,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000043,A000464,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000043,A000464,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000043,A000464,0,26.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000043,A000464,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000115,A000375,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000115,A000375,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000115,A000375,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000115,A000375,0,72.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000115,A000375,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000228,A000430,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000228,A000430,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000228,A000430,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000228,A000430,0,136.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000228,A000430,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000186,A000322,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000186,A000322,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000186,A000322,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000186,A000322,0,128.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000186,A000322,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000003,A000159,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000003,A000159,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000003,A000159,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000003,A000159,0,76.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000003,A000159,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000479,A000517,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000479,A000517,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000479,A000517,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000479,A000517,0,40.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000479,A000517,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000344,A000357,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000344,A000357,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000344,A000357,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000344,A000357,0,64.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000344,A000357,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000166,A000253,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000166,A000253,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000166,A000253,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000166,A000253,0,63.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000166,A000253,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000345,A000509,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000345,A000509,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000345,A000509,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000345,A000509,0,8.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000345,A000509,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000075,A000486,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000075,A000486,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000075,A000486,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000075,A000486,0,2.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000075,A000486,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000002,A000495,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000002,A000495,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000002,A000495,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000002,A000495,0,12.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000002,A000495,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000455,A000475,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000455,A000475,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000455,A000475,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000455,A000475,0,16.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000455,A000475,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000454,A000520,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000454,A000520,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000454,A000520,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000454,A000520,0,99.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000454,A000520,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000166,A000227,0,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000166,A000227,0,0.0625,Jaccard Coefficient,jaccard,Heuristics,case2
A000166,A000227,0,0.36067376022224085,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000166,A000227,0,72.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000166,A000227,0,0.0625,Resource Allocation Index,resource_allocation,Heuristics,case2
A000046,A000468,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000046,A000468,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000046,A000468,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000046,A000468,0,16.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000046,A000468,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000377,A000486,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000377,A000486,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000377,A000486,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000377,A000486,0,15.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000377,A000486,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000266,A000442,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000266,A000442,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000266,A000442,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000266,A000442,0,96.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000266,A000442,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000283,A000565,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000283,A000565,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000283,A000565,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000283,A000565,0,55.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000283,A000565,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000366,A000542,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000366,A000542,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000366,A000542,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000366,A000542,0,36.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000366,A000542,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000079,A000476,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000079,A000476,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000079,A000476,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000079,A000476,0,70.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000079,A000476,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000076,A000183,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000076,A000183,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000076,A000183,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000076,A000183,0,207.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000076,A000183,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000035,A000244,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000035,A000244,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000035,A000244,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000035,A000244,0,8.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000035,A000244,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000056,A000283,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000056,A000283,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000056,A000283,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000056,A000283,0,198.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000056,A000283,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000141,A000321,0,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000141,A000321,0,0.021739130434782608,Jaccard Coefficient,jaccard,Heuristics,case2
A000141,A000321,0,0.24627854581449443,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000141,A000321,0,532.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000141,A000321,0,0.017241379310344827,Resource Allocation Index,resource_allocation,Heuristics,case2
A000122,A000370,0,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000122,A000370,0,0.05555555555555555,Jaccard Coefficient,jaccard,Heuristics,case2
A000122,A000370,0,0.3396232718951086,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000122,A000370,0,48.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000122,A000370,0,0.05263157894736842,Resource Allocation Index,resource_allocation,Heuristics,case2
A000073,A000198,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000073,A000198,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000073,A000198,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000073,A000198,0,28.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000073,A000198,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000227,A000534,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000227,A000534,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000227,A000534,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000227,A000534,0,24.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000227,A000534,0,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000206,A000428,0,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000206,A000428,0,0.03333333333333333,Jaccard Coefficient,jaccard,Heuristics,case2
A000206,A000428,0,0.35295612386476116,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000206,A000428,0,84.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000206,A000428,0,0.058823529411764705,Resource Allocation Index,resource_allocation,Heuristics,case2
A000145,A000494,0,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000145,A000494,0,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000145,A000494,0,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000145,A000494,0,15.0,Preferential Attachment,preferential_attachment,Heuristics,case2
